,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject113,1.260667296,1.177314246,1.241782986,1.085306807,1.252494931,1.078607223,1.087040411,1.17602543,1.182362306,0.986232476,1.036925994,1.303731731,1.202574076,1.094047902,1.343425072,1.174274506,1.141806008,1.18052112,1.179159341,1.313896525,1.467370106,1.34614519,1.103012883,1.264328609,1.337301236,1.543556875,1.390396756,1.46690709,1.658234893,1.813119855,1.206404633,1.203809922,1.217846002,1.103196546,0.89226088,0.811009454,1.147082505,1.272354794,1.180829143,1.184366811,1.29451505,1.362184542,1.306335607,1.321147248,1.377632515,1.329355111,1.165833848,1.242410585,1.201646724,1.231583768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject114,1.017659603,0.995096427,1.024602235,0.901379279,1.077622577,0.950962837,1.010296447,0.938895709,0.977050765,0.805415548,0.843901012,1.121637541,1.062762856,0.944379572,1.019844446,0.982033451,0.971428704,1.094333067,0.996402206,1.044369086,1.153513096,1.065793937,0.932652659,1.0234419,1.00527562,1.097253622,1.164271636,1.174525936,1.389360701,1.445274946,1.235338332,0.996586795,1.090194096,1.003035196,0.940466834,0.804642641,1.007885029,1.034887781,1.172748563,1.066387281,1.149883202,1.121174458,1.179248438,1.133844215,1.228572757,1.176904331,1.000451319,0.985782301,1.010427303,1.0317518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject115,1.421552355,1.269220233,1.320572643,1.247643581,1.341765612,1.209029052,1.255123937,1.145923716,1.221705524,1.138532442,1.171387952,1.385050076,1.329717085,1.25392046,1.380493798,1.259865506,1.192228323,1.382137956,1.255692198,1.321035172,1.290915294,1.226704723,1.178541643,1.326554994,1.416070122,1.583328364,1.438901025,1.538415228,1.715346869,1.911157042,1.287098385,1.173627277,1.087555673,0.994640587,0.928807357,0.770250254,1.164939082,1.22456881,1.247016069,1.180989396,1.276051032,1.341123145,1.159851807,1.246458475,1.268169806,1.340854757,1.232193632,1.233225478,1.141300956,1.223444061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject116,1.254641493,1.21862023,1.300256406,1.244425837,1.290207813,1.151996982,1.171837729,1.189013561,1.218403336,1.075264382,1.142205395,1.369019561,1.275789401,1.221654992,1.345876553,1.210640314,1.185457048,1.280628524,1.270852728,1.336266659,1.281722194,1.276728251,1.063594905,1.161022422,1.337439812,1.569372447,1.360274843,1.430947143,1.717517893,1.855460847,1.28221332,1.298530362,1.148737766,1.03680769,0.976748555,0.944582301,1.10866091,1.252517107,1.26086725,1.22316199,1.273490615,1.345659316,1.233095301,1.31410168,1.370343772,1.332122904,1.270619033,1.312467589,1.186060031,1.274317411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject117,1.745893624,1.614047055,1.775513458,1.661730194,1.78366922,1.544951165,1.611886538,1.536654266,1.628252555,1.465192701,1.53437,1.722348277,1.711172876,1.585503838,1.709621754,1.658935343,1.629562001,1.671382438,1.685316349,1.765786638,1.770822341,1.725950231,1.497764344,1.665235117,1.788174044,1.952741791,1.847979621,1.979228715,1.965543274,1.930724841,1.732006472,1.64032076,1.612581733,1.548168426,1.315677999,1.20995468,1.58931398,1.730599804,1.790208537,1.696266871,1.41856613,1.559491747,1.824615765,1.856247138,1.533414049,1.562069685,1.556429546,1.563919777,1.290207109,1.331803065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject118,1.644197937,1.557946857,1.530772042,1.444327427,1.553812089,1.467246909,1.447393812,1.431372738,1.423333363,1.44477795,1.387026041,1.602801495,1.555199941,1.490538616,1.544542574,1.459533824,1.425738698,1.56519727,1.567115732,1.590976739,1.669133484,1.636984781,1.702655512,1.72045828,1.765445228,1.800492618,2.052341548,2.028053025,1.92161565,1.886079027,1.572487105,1.477245456,1.580321608,1.424982678,1.338833606,1.062907161,1.576901892,1.678726313,1.722285616,1.615815228,1.491049155,1.620482276,1.556130475,1.726660112,1.52959438,1.599218308,1.230928923,1.273000431,1.105375765,1.285099851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject119,1.479807872,1.23835453,1.362926857,1.228419201,1.404185141,1.217849582,1.20698137,1.301000625,1.205374323,0.972015501,0.935702868,1.472213416,1.355264239,1.145586378,1.405934445,1.300869216,1.172010119,1.403005386,1.280006843,1.399152894,1.436193239,1.420087305,0.948868238,1.153217053,1.454733558,1.620678257,1.371139302,1.45826616,1.741860807,2.047853497,1.367180275,1.327652906,1.069822423,0.978440733,1.021044568,0.849020679,1.125422938,1.293476237,1.578067811,1.400305363,1.42493184,1.461789727,1.300109313,1.305491269,1.368619452,1.387360073,1.14398728,1.258828423,1.190825648,1.259636918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject120,1.322329119,1.153406238,1.248270901,1.168208244,1.306718851,1.224866321,1.130394977,1.171631808,1.050981112,0.841989646,0.870721365,1.281836817,1.266320537,1.128181629,1.22559541,1.228644492,1.012415781,1.240044983,1.168828137,1.223038715,1.301805855,1.321343453,1.041646163,1.125396062,1.207243966,1.271935505,1.353341333,1.38822026,1.64933935,1.871692346,1.350056477,1.394988987,1.169810055,1.04585779,0.952768397,0.895692371,1.105048574,1.232649577,1.371725162,1.34966987,1.207288202,1.275890186,1.252740923,1.133903788,1.362248816,1.310445716,1.180415693,1.185881205,1.158824736,1.185291677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject121,1.325985936,1.269865565,1.326131978,1.172009352,1.358559343,1.251270985,1.24698887,1.296716742,1.26277318,1.12447704,1.182662266,1.531058808,1.406982936,1.296130654,1.372134087,1.337377371,1.281841611,1.355425706,1.334140874,1.437318351,1.45407916,1.407976816,1.099060606,1.280167605,1.382677425,1.563709731,1.501934454,1.522407098,1.645452789,1.659604924,1.377211726,1.321470917,1.367763633,1.2268431,1.142572241,1.010562806,1.275074942,1.333608232,1.469470054,1.337924699,1.269308265,1.322216155,1.250253356,1.313191335,1.405518182,1.383666747,1.178317676,1.2765816,1.131305434,1.208158897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject122,1.51375008,1.487674861,1.635796842,1.509435099,1.671668933,1.565175949,1.676546755,1.441359287,1.60888038,1.452451245,1.618707564,1.810200563,1.811461895,1.765585946,2.004846729,1.531474594,1.545219172,1.699402006,1.841402019,1.987925741,1.649874843,1.678007229,1.439871182,1.673036131,1.641735502,1.893580038,1.764693641,1.963824926,1.860020293,1.956844314,1.611971525,1.582754514,1.262288811,1.234142266,1.176023397,0.980993825,1.50189056,1.634632324,1.585945756,1.627848279,1.471108585,1.570763886,1.54751112,1.372983458,1.554988246,1.491016964,1.441654637,1.512934524,1.122261372,1.346095063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject123,1.214715335,1.158133854,1.390629513,1.257489742,1.249438258,1.217388745,1.176116403,1.197028717,1.206198494,1.057988687,1.050693954,1.380799331,1.27381092,1.095430091,1.264967435,1.243019473,1.161823258,1.271295323,1.187570297,1.313065708,1.428648034,1.211889282,1.212817563,1.362583184,1.335821705,1.57572374,1.8472212,1.751811752,1.916155008,1.924368337,1.468083001,1.338224379,1.35143953,1.163931565,1.547346115,1.310787101,1.705200986,1.512253399,1.342275929,1.243460181,1.337563552,1.315653001,1.286768522,1.063799884,1.453083009,1.354643533,1.119076587,1.177902104,1.18943953,1.241290118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject124,1.500528327,1.417862504,1.355960168,1.213705462,1.459974438,1.252960964,1.164186918,1.352342418,1.205055787,1.251522648,1.206865655,1.544634608,1.298932787,1.487027885,1.461609171,1.30672053,1.209923354,1.417506434,1.519463458,1.440913575,1.575398213,1.440763745,1.074242291,1.043822227,1.519936191,1.643090955,1.415200307,1.461284392,1.815778563,1.88327398,1.611181769,1.309405704,1.292244836,0.996743837,0.990270753,0.754877208,1.240233918,1.286931512,1.565743649,1.373538291,1.519845037,1.415358249,1.252693126,1.275312945,1.412145433,1.379600133,1.418005491,1.430300154,1.257136848,1.329983356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject125,1.111793197,0.923882615,1.038353305,0.928825932,1.179498035,0.957363749,0.878279898,1.062389045,0.930382582,0.867393724,0.905788142,1.140363521,0.970659313,0.943422776,1.091769954,1.208670542,1.00963925,1.147526459,1.037900964,1.097134779,1.005046366,1.085931404,0.993946538,1.079054549,1.085906677,1.348084728,1.242883463,1.351661901,1.50644022,1.520595057,1.254374539,1.201111089,1.271263411,0.915978856,1.022071444,0.829490039,1.147634552,1.163976177,1.252923821,1.101727063,1.148227848,1.200509509,1.178327452,1.020848976,1.207815679,1.238835374,1.066189321,1.077009303,1.022605659,1.068509967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject126,1.554558713,1.704304082,1.642484734,1.676521823,1.609883984,1.621138847,1.574511101,1.547355445,1.555352439,1.240948353,1.550812131,1.689905469,1.679609186,1.608198197,1.944796483,1.721786907,1.783876541,1.624319693,1.702304915,1.893675719,1.475538735,1.751707979,1.097252099,1.537770852,1.604318165,1.989201864,1.697111004,1.947336868,2.090515566,2.221553748,1.946451121,2.106216267,1.575951964,1.798141041,1.342851303,1.262412893,1.546504213,1.766991276,1.710115469,1.915677346,1.448118053,1.737902815,1.27585867,1.868616604,1.561237343,1.637756252,1.494446333,1.662290849,1.246068463,1.61486566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
